,Nb defined years,Series Code,Short definition
518,1158,UIS.R.2.GPV.G2,
519,1158,SE.XPD.TOTL.GB.ZS,
520,1157,UIS.R.1.G4.F,
521,1155,UIS.E.8,
522,1154,UIS.REPP.1.G4.M,
523,1150,UIS.REPP.1.G4.F,
524,1148,UIS.R.1.G3.F,
525,1143,UIS.REPP.1.G3.M,
526,1142,UIS.REPP.1.G3.F,
527,1141,UIS.REPP.2.GPV.G2,
528,1140,SE.PRE.NENR.MA,
529,1140,SE.PRE.NENR.FE,
530,1139,UIS.FEP.8,
531,1139,UIS.E.8.F,
532,1136,UIS.NER.23.GPI,
533,1136,UIS.E.0.F,
534,1135,UIS.FEP.0,
535,1134,UIS.TEP.8,
536,1131,UIS.ESL.1.M,
537,1131,UIS.ESL.1.F,
538,1129,UIS.PTRHC.3,
539,1126,UIS.MS.56.T,
540,1126,UIS.R.2.GPV.G2.F,
541,1123,UIS.FOFSTP.1,
542,1122,UIS.UAPP.1,
543,1108,UIS.REPP.2.GPV.G2.M,
544,1107,UIS.REPP.2.GPV.G2.F,
545,1102,UIS.UAPP.1.M,
546,1102,UIS.UAPP.1.F,
547,1100,UIS.T.2,
548,1092,UIS.ROFST.3.M.CP,
549,1092,UIS.OFST.3.F.CP,
550,1092,UIS.ROFST.3.F.CP,
551,1092,UIS.OFST.3.M.CP,
552,1085,SE.TER.PRIV.ZS,
553,1081,UIS.R.2.GPV.G3,
554,1074,UIS.DR.1.G1,
555,1065,UIS.REPP.2.GPV.G3,
556,1054,UIS.FTP.2,
557,1053,UIS.T.2.F,
558,1050,UIS.R.2.GPV.G3.F,
559,1047,UIS.PTRHC.56,
560,1035,UIS.MSEP.56,
561,1035,UIS.REPP.2.GPV.G3.M,
562,1034,UIS.REPP.2.GPV.G3.F,
563,1033,UIS.T.3,
564,1033,UIS.E.1.PR.F,
565,1028,SE.TER.GRAD,
566,1026,UIS.DR.1.G2,
567,1024,UIS.ROFST.2.M,
568,1024,UIS.ROFST.2.F,
569,1024,SE.XPD.TERT.ZS,"Expenditure on education by level of education, expressed as a percentage of total general government expenditure on education. Divide government expenditure on a given level of education (ex. primary, secondary) by total government expenditure on education (all levels combined), and multiply by 100. A high percentage of government expenditure on education spent on a given level denotes a high priority given to that level compared to others. When interpreting this indicator, one should take into account enrolment at that level, and the relative costs per student between different levels of education. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
570,1023,UIS.NERA.2,
571,1014,UIS.NER.0.GPI,
572,1011,UIS.R.1.G5,
573,1003,SE.PRM.NINT.ZS,
574,1002,UIS.NERA.2.GPI,
575,1002,UIS.NERA.2.F,
576,1002,UIS.REPP.1.G5,
577,1002,UIS.NERA.2.M,
578,998,UIS.SR.1.G4,
579,995,UIS.FTP.3,
580,995,UIS.DR.1.G3,
581,994,UIS.T.3.F,
582,991,UIS.DR.2.GPV.G1.T,
583,990,UIS.E.0.PU.T,
584,989,UIS.R.1.G5.F,
585,983,UIS.REPP.1.G5.M,
586,982,UIS.E.4,
587,980,UIS.REPP.1.G5.F,
588,978,UIS.REPR.1,
589,977,UIS.REPR.2.GPV.G1,
590,972,UIS.PRP.0,
591,969,SE.TER.GRAD.FE,
592,967,SE.PRM.NINT.FE.ZS,
593,967,SE.TER.GRAD.FE.ZS,
594,965,SE.PRM.NINT.MA.ZS,
595,960,UIS.REPR.1.G1,
596,960,SE.XPD.PRIM.PC.ZS,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed as a percentage of GDP per capita. Divide total government expenditure for a given level of education (ex. primary, secondary) by total enrolment in that same level, divide again by GDP per capita, and multiply by 100. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
597,959,UIS.FEP.4,
598,959,UIS.E.4.F,
599,955,UIS.REPR.1.M,
600,953,UIS.REPR.1.F,
601,949,SE.XPD.PRIM.ZS,"Expenditure on education by level of education, expressed as a percentage of total general government expenditure on education. Divide government expenditure on a given level of education (ex. primary, secondary) by total government expenditure on education (all levels combined), and multiply by 100. A high percentage of government expenditure on education spent on a given level denotes a high priority given to that level compared to others. When interpreting this indicator, one should take into account enrolment at that level, and the relative costs per student between different levels of education. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
602,949,SE.XPD.SECO.ZS,"Expenditure on education by level of education, expressed as a percentage of total general government expenditure on education. Divide government expenditure on a given level of education (ex. primary, secondary) by total government expenditure on education (all levels combined), and multiply by 100. A high percentage of government expenditure on education spent on a given level denotes a high priority given to that level compared to others. When interpreting this indicator, one should take into account enrolment at that level, and the relative costs per student between different levels of education. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
603,944,UIS.TEP.5.B.F,
604,944,UIS.TEP.5.B.M,
605,937,UIS.SR.2.GPV.GLAST.CP.T,
606,936,UIS.DR.2.GPV.T,
607,933,UIS.REPR.2.GPV.G1.M,
608,928,UIS.REPR.2.GPV.G1.F,
609,922,UIS.T.23.GPV,
610,917,UIS.NERT.2.F,
611,917,UIS.OFST.2.F,
612,917,UIS.NERT.2.M,
613,917,UIS.NERT.2.GPI,
614,917,UIS.OFST.2.M,
615,916,UIS.DR.1.G1.M,
616,914,UIS.SR.1.G4.M,
617,914,UIS.SR.1.G4.F,
618,914,UIS.SR.1.G4.GPI,
619,913,UIS.REPR.2.GPV,
620,913,UIS.REPR.1.G1.M,
621,910,UIS.REPR.1.G1.F,
622,909,UIS.REPR.1.G2,
623,908,UIS.SR.2.GPV.GLAST.CP.F,
624,908,UIS.SR.2.GPV.GLAST.CP.M,
625,908,UIS.SR.2.GPV.GLAST.GPI,
626,906,UIS.E.2.PR.F,
627,895,SE.PRM.PRS5.ZS,
628,894,UIS.DR.2.GPV.G2.T,
629,894,UIS.REPR.2.GPV.G2,
630,887,UIS.MS.56.F,
631,886,SE.PRM.TCAQ.ZS,
632,885,UIS.T.23.GPV.F,
633,884,UIS.UAPP.23,
634,882,UIS.REPR.2.GPV.M,
635,881,UIS.REPR.2.GPV.F,
636,880,UIS.XGDP.56.FSGOV,
637,878,UIS.DR.2.GPV.M,
638,877,UIS.TEP.8.M,
639,877,UIS.REPR.1.G3,
640,872,UIS.UAPP.23.F,
641,872,UIS.R.1.G6,
642,871,UIS.TEP.8.F,
643,867,UIS.REPR.1.G4,
644,867,UIS.FOFSTP.3,
645,866,UIS.UAPP.23.M,
646,865,UIS.DR.2.GPV.F,
647,860,UIS.DR.2.GPV.G1.M,
648,859,UIS.DR.1.G1.F,
649,859,SE.XPD.SECO.PC.ZS,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed as a percentage of GDP per capita. Divide total government expenditure for a given level of education (ex. primary, secondary) by total enrolment in that same level, divide again by GDP per capita, and multiply by 100. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
650,859,UIS.REPP.1.G6,
651,857,UIS.E.02.PU.F,
652,856,UIS.R.1.G6.F,
653,855,UIS.REPR.1.G2.M,
654,854,UIS.XGOVEXP.IMF.56,
655,853,UIS.REPR.1.G2.F,
656,852,SE.XPD.TERT.PC.ZS,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed as a percentage of GDP per capita. Divide total government expenditure for a given level of education (ex. primary, secondary) by total enrolment in that same level, divide again by GDP per capita, and multiply by 100. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
657,850,UIS.REPR.2.GPV.G2.M,
658,849,UIS.REPR.2.GPV.G2.F,
659,847,UIS.XGDP.23.FSGOV,
660,847,UIS.NER.2,
661,845,UIS.XSPENDP.1.FDPUB.FNCUR,
662,844,UIS.MENF.56,
663,843,UIS.XSPENDP.23.FDPUB.FNCUR,
664,843,UIS.REPP.1.G6.F,
665,842,UIS.REPP.1.G6.M,
666,839,UIS.XGDP.1.FSGOV,
667,834,UIS.REPR.2.GPV.G3,
668,832,UIS.FEP.56.FOREIGN,
669,829,UIS.E.23.PR.F,
670,829,UIS.E.02.PR.F,
671,828,UIS.FOSEP.56.F300,
672,827,UIS.NIR.1.GPI,
673,827,SE.XPD.CUR.TOTL.ZS,"Current expenditure expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional). Financial aid to students and other transfers are excluded from direct expenditure. Current expenditure is consumed within the current year and would have to be renewed if needed in the following year. It includes staff compensation and current expenditure other than for staff compensation (ex. on teaching materials, ancillary services and administration). Divide all current expenditure in public institutions by total expenditure (current and capital) in public institutions, and multiply by 100. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
674,825,UIS.E.3.PR.F,
675,821,UIS.DR.2.GPV.G1.F,
676,820,UIS.DR.1.G2.M,
677,816,UIS.FEP.56.F300,
678,816,UIS.XGOVEXP.IMF.23,
679,813,UIS.FOSEP.56.F140,
680,812,UIS.REPR.1.G3.F,
681,812,UIS.REPR.1.G3.M,
682,812,UIS.DR.1.G2.F,
683,812,UIS.FOSEP.56.F200,
684,811,UIS.FOSEP.56.F700,
685,809,UIS.MSEP.56.F,
686,809,UIS.FOSEP.56.F500,
687,809,UIS.XGOVEXP.IMF.1,
688,808,SE.PRM.PRS5.FE.ZS,
689,808,SE.PRM.PRS5.MA.ZS,
690,808,UIS.MSEP.56.M,
691,807,XGDP.23.FSGOV.FDINSTADM.FFD,"Total general (local, regional and central) government expenditure in educational institutions (current and capital) at a given level of education, expressed as a percentage of GDP. It excludes transfers to private entities such as subsidies to households and students, but includes expenditure funded by transfers from international sources to government. Divide total expenditure in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by the GDP, and multiply by 100. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
692,806,SE.PRM.CMPL.ZS,
693,804,UIS.XSPENDP.1.FDPUB.FNS,
694,802,XGDP.56.FSGOV.FDINSTADM.FFD,"Total general (local, regional and central) government expenditure in educational institutions (current and capital) at a given level of education, expressed as a percentage of GDP. It excludes transfers to private entities such as subsidies to households and students, but includes expenditure funded by transfers from international sources to government. Divide total expenditure in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by the GDP, and multiply by 100. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
695,802,UIS.FEP.56.F700,
696,802,UIS.FEP.56.F140,
697,802,UIS.DR.1.G3.M,
698,801,UIS.XSPENDP.23.FDPUB.FNS,
699,799,UIS.XUNIT.US.1.FSGOV,
700,798,UIS.FOSEP.56.F400,
701,798,UIS.REPR.1.G4.M,
702,797,UIS.FEP.56.F200,
703,797,UIS.FOSEP.56.F300.M,
704,797,UIS.FOSEP.56.F300.F,
705,796,UIS.DR.1.G4,
706,796,UIS.REPR.1.G4.F,
707,795,UIS.FEP.56.F500,
708,795,UIS.XSPENDP.56.FDPUB.FNCUR,"Current expenditure expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Current expenditure is consumed within the current year and would have to be renewed if needed in the following year. It includes staff compensation and current expenditure other than for staff compensation (ex. on teaching materials, ancillary services and administration). Divide all current expenditure in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
709,792,SE.PRM.TCAQ.MA.ZS,
710,792,SE.PRM.TCAQ.FE.ZS,
711,783,UIS.REPR.2.GPV.G3.M,
712,783,UIS.FEP.56.F400,
713,782,UIS.FOSEP.56.F140.M,
714,782,UIS.FOSEP.56.F140.F,
715,781,UIS.REPR.2.GPV.G3.F,
716,781,UIS.FOSEP.56.F700.F,
717,781,UIS.MENFR.56,
718,780,SE.TER.CMPL.ZS,
719,780,UIS.FOSEP.56.F200.F,
720,779,UIS.FOSEP.56.F700.M,
721,779,UIS.FOSEP.56.F500.F,
722,779,UIS.FOSEP.56.F500.M,
723,778,UIS.XUNIT.USCONST.1.FSGOV,
724,776,UIS.DR.2.GPV.G2.M,
725,775,UIS.FOSEP.56.F200.M,
726,772,UIS.XGDP.0.FSGOV,
727,768,UIS.XUNIT.PPP.1.FSGOV,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed in nominal purchasing power parity (PPP) dollars. Divide total government expenditure (in PPP$) for a given level of education (ex. primary, secondary) by total enrolment in that same level. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
728,768,UIS.FOSEP.56.F400.M,
729,767,SE.PRM.CMPL.MA.ZS,
730,767,UIS.FOSEP.56.F400.F,
731,767,SE.PRM.CMPL.FE.ZS,
732,764,UIS.E.2.V,
733,763,UIS.G.5.B.T,
734,762,UIS.XUNIT.PPPCONST.1.FSGOV,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed in purchasing power parity (PPP) dollars at constant prices. The constant prices base year is normally three years before the year of the data release. Divide total government expenditure (in constant PPP$) for a given level of education (ex. primary, secondary) by total enrolment in that same level. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
735,762,UIS.GTVP.2.V,
736,762,UIS.DR.1.G3.F,
737,758,UIS.GTVP.2.V.M,
738,755,UIS.XSPENDP.FDPUB.FNS,
739,752,SE.TER.CMPL.MA.ZS,
740,750,UIS.FOSEP.56.F600,
741,750,UIS.E.2.V.F,
742,750,UIS.GTVP.2.V.F,
743,750,SE.TER.CMPL.FE.ZS,
744,749,UIS.OFSPPT.1,
745,748,UIS.G.8.T,
746,746,SE.TER.GRAD.OT.ZS,
747,745,UIS.XGOVEXP.IMF.0,
748,743,UIS.XUNIT.US.23.FSGOV,
749,743,UIS.FOSEP.56.F800,
750,739,UIS.DR.2.GPV.G2.F,
751,733,UIS.FEP.56.F600,
752,731,UIS.OFSPPT.1.M,
753,730,UIS.FEP.2.V,
754,729,UIS.FEP.56.F800,
755,727,SE.TER.GRAD.ED.ZS,
756,726,UIS.OFSPPT.1.F,
757,726,UIS.SR.1.G5.GPI,
758,723,UIS.G.5.B.F,
759,723,UIS.XUNIT.USCONST.23.FSGOV,
760,722,UIS.FGP.5.B,
761,721,UIS.FOSEP.56.F600.M,
762,718,SE.TER.GRAD.FE.SS.ZS,
763,717,UIS.FOSEP.56.F600.F,
764,716,UIS.XUNIT.US.56.FSGOV,
765,714,UIS.FOSEP.56.F800.F,
766,713,UIS.FGP.56.FNON400500,
767,713,SE.TER.GRAD.OT.FE.ZS,
768,712,UIS.XUNIT.PPP.23.FSGOV,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed in nominal purchasing power parity (PPP) dollars. Divide total government expenditure (in PPP$) for a given level of education (ex. primary, secondary) by total enrolment in that same level. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
769,712,UIS.FOSEP.56.F800.M,
770,707,UIS.FGP.56.F400500,
771,707,UIS.XUNIT.PPPCONST.23.FSGOV,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed in purchasing power parity (PPP) dollars at constant prices. The constant prices base year is normally three years before the year of the data release. Divide total government expenditure (in constant PPP$) for a given level of education (ex. primary, secondary) by total enrolment in that same level. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
772,705,UIS.PTRHC.1.TRAINED,
773,705,UIS.XUNIT.USCONST.56.FSGOV,
774,702,UIS.REPR.1.G5,
775,701,SE.TER.GRAD.FE.ED.ZS,
776,700,SE.TER.GRAD.FE.HL.ZS,
777,700,UIS.FOSGP.56.F300.M,
778,698,UIS.FGP.8,
779,698,UIS.G.8.F,
780,696,UIS.XUNIT.PPP.56.FSGOV,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed in nominal purchasing power parity (PPP) dollars. Divide total government expenditure (in PPP$) for a given level of education (ex. primary, secondary) by total enrolment in that same level. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
781,695,UIS.SLE.4,
782,693,UIS.XUNIT.PPPCONST.56.FSGOV,"Average total (current, capital and transfers) general government expenditure per student in the given level of education, expressed in purchasing power parity (PPP) dollars at constant prices. The constant prices base year is normally three years before the year of the data release. Divide total government expenditure (in constant PPP$) for a given level of education (ex. primary, secondary) by total enrolment in that same level. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
783,691,SE.TER.GRAD.FE.EN.ZS,
784,690,SE.TER.GRAD.FE.HU.ZS,
785,688,UIS.ROFSPPT.1,
786,686,SE.TER.GRAD.FE.SC.ZS,
787,685,UIS.FOFSTP.2,
788,684,UIS.XSPENDP.56.FDPUB.FNS,"All staff (teacher and non-teachers) compensation expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Staff compensation includes salaries, contributions by employers for staff retirement programmes, and other allowances and benefits. Divide all staff compensation in public institutions of a given level of education (ex. primary, secondary, or all levels combined) by total expenditure (current and capital) in public institutions of the same level of education, and multiply by 100. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/"
789,683,SE.TER.GRAD.ED.FE.ZS,
790,682,UIS.FOSGP.56.F500.M,
791,681,UIS.GER.4,
792,680,UIS.GGR.5.A.GPI,
793,676,UIS.FOSGP.56.F700.M,
794,675,UIS.FOSGP.56.F140.M,
795,673,UIS.FOSGP.56.F200.M,
796,671,UIS.ROFSPPT.1.M,
797,670,UIS.SLE.4.GPI,
798,670,UIS.SLE.4.M,
799,670,UIS.SLE.4.F,
800,669,UIS.FOSGP.56.F400.M,
801,666,UIS.ROFSPPT.1.F,
802,665,UIS.NER.2.F,
803,664,UIS.NER.2.M,
804,662,UIS.E.0.PR.F,
805,658,UIS.XSPENDP.23.FDPUB.FNCAP,
806,657,UIS.GER.4.M,
807,657,UIS.NIR.1.AGP1.GPI,
808,655,UIS.GER.4.GPI,
809,655,UIS.GER.4.F,
810,650,SE.TER.GRAD.HL.ZS,
811,649,SL.TLF.BASC.ZS,
812,649,UIS.DR.1.G4.M,
813,649,UIS.XSPENDP.FDPUB.FNCAP,
814,648,SE.TER.GRAD.SV.ZS,
815,646,SL.TLF.ADVN.ZS,
816,645,UIS.XSPENDP.1.FDPUB.FNCAP,
817,645,SE.TER.GRAD.SS.ZS,
818,645,SE.TER.GRAD.SC.ZS,
819,643,UIS.NIR.1.AGM1.GPI,
820,642,SL.TLF.INTM.ZS,
821,641,UIS.EA.3T6.AG25T99.M,"The percentage of male population (age 25 and over) with at least completed upper secondary education (ISCED 3 or higher). This indicator is calculated by dividing the number of males aged 25 years and above who completed upper secondary education by the total male population of the same age group and multiplying the result by 100. The UNESCO Institute for Statistics (UIS) educational attainment dataset shows the educational composition of the population aged 25 years and above and hence the stock and quality of human capital within a country. The dataset also reflects the structure and performance of the education system and its accumulated impact on human capital formation. For more information, visit the UNESCO Institute for Statistics website: http://www.uis.unesco.org/"
822,641,UIS.EA.3T6.AG25T99,"The percentage of population (age 25 and over) with at least completed upper secondary education (ISCED 3 or higher). This indicator is calculated by dividing the number of persons aged 25 years and above with completed upper secondary education by the total population of the same age group and multiplying the result by 100. The UNESCO Institute for Statistics (UIS) educational attainment dataset shows the educational composition of the population aged 25 years and above and hence the stock and quality of human capital within a country. The dataset also reflects the structure and performance of the education system and its accumulated impact on human capital formation. For more information, visit the UNESCO Institute for Statistics website: http://www.uis.unesco.org/"
823,641,UIS.XSPENDP.23.FDPUB.FNNONS,
824,641,UIS.EA.3T6.AG25T99.F,"The percentage of female population (age 25 and over) with at least completed upper secondary education (ISCED 3 or higher). This indicator is calculated by dividing the number of females aged 25 years and above who completed upper secondary education by the total female population of the same age group and multiplying the result by 100. The UNESCO Institute for Statistics (UIS) educational attainment dataset shows the educational composition of the population aged 25 years and above and hence the stock and quality of human capital within a country. The dataset also reflects the structure and performance of the education system and its accumulated impact on human capital formation. For more information, visit the UNESCO Institute for Statistics website: http://www.uis.unesco.org/"
825,639,SE.TER.GRAD.HU.ZS,
826,639,UIS.REPR.1.G5.M,
827,638,SE.TER.GRAD.EN.ZS,
828,637,UIS.REPR.1.G5.F,
829,636,SE.TER.GRAD.AG.ZS,
830,636,UIS.XSPENDP.1.FDPUB.FNNONS,
831,633,UIS.DR.1.G5,
832,632,UIS.E.4.PR,
833,631,SE.TER.GRAD.FE.SV.ZS,
834,629,UIS.DR.1.G4.F,
835,628,SE.TER.GRAD.SV.FE.ZS,
836,628,UIS.GGR.2,
837,628,SE.TER.GRAD.HL.FE.ZS,
838,626,UIS.TRTP.1.GPI,
839,624,UIS.GGR.1.GPI,
840,623,UIS.EA.5T8.AG25T99.F,
841,623,UIS.EA.5T8.AG25T99,
842,623,UIS.EA.5T8.AG25T99.M,
843,623,SE.TER.GRAD.FE.AG.ZS,
844,623,SE.TER.GRAD.SC.FE.ZS,
845,621,UIS.PRP.4,
846,621,UIS.FOSGP.56.F800.M,
847,618,UIS.GTVP.4.V,
848,618,SE.TER.GRAD.HU.FE.ZS,
849,617,SE.TER.GRAD.SS.FE.ZS,
850,616,SE.TER.GRAD.EN.FE.ZS,
851,616,UIS.XGOVEXP.IMF.3,
852,616,UIS.FOSGP.56.F600.M,
853,614,SE.TER.GRAD.AG.FE.ZS,
854,614,UIS.XSPENDP.0.FDPUB.FNCUR,
855,610,SL.TLF.BASC.FE.ZS,
856,610,SL.TLF.BASC.MA.ZS,
857,607,SL.TLF.ADVN.FE.ZS,
858,606,UIS.XGOVEXP.IMF.2,
859,606,SL.TLF.INTM.MA.ZS,
860,606,SL.TLF.INTM.FE.ZS,
861,605,UIS.EA.2T6.AG25T99.M,"The percentage of male population (age 25 and over) with at least completed lower secondary education (ISCED 2 or higher). This indicator is calculated by dividing the number of males aged 25 years and above who completed lower secondary education by the total male population of the same age group and multiplying the result by 100. The UNESCO Institute for Statistics (UIS) educational attainment dataset shows the educational composition of the population aged 25 years and above and hence the stock and quality of human capital within a country. The dataset also reflects the structure and performance of the education system and its accumulated impact on human capital formation. For more information, visit the UNESCO Institute for Statistics website: http://www.uis.unesco.org/"
